#,startOfYear,lastUpdate,dateDiff
7590,2017-01-01,2024-06-28,7
7591,2018-01-01,2024-06-28,6
7592,2019-01-01,2024-06-28,5
7593,2020-01-01,2024-06-28,4
7594,2021-01-01,2024-06-28,3
7595,2022-01-01,2024-06-28,2
7596,1990-01-01,2024-06-28,34
7597,1991-01-01,2024-06-28,33
7598,1992-01-01,2024-06-28,32
7599,1993-01-01,2024-06-28,31
7600,1994-01-01,2024-06-28,30
7601,1995-01-01,2024-06-28,29
7602,1996-01-01,2024-06-28,28
7603,1997-01-01,2024-06-28,27
7604,1998-01-01,2024-06-28,26
7605,1999-01-01,2024-06-28,25
7606,2000-01-01,2024-06-28,24
7607,2001-01-01,2024-06-28,23
7608,2002-01-01,2024-06-28,22
7609,2003-01-01,2024-06-28,21
7610,2004-01-01,2024-06-28,20
7611,2005-01-01,2024-06-28,19
7612,2006-01-01,2024-06-28,18
7613,2007-01-01,2024-06-28,17
7614,2008-01-01,2024-06-28,16
7615,2009-01-01,2024-06-28,15
7616,2010-01-01,2024-06-28,14
7617,2011-01-01,2024-06-28,13
7618,2012-01-01,2024-06-28,12
7619,2013-01-01,2024-06-28,11
7620,2014-01-01,2024-06-28,10
7621,2015-01-01,2024-06-28,9
7622,2016-01-01,2024-06-28,8
7623,2017-01-01,2024-06-28,7
7624,2018-01-01,2024-06-28,6
7625,2019-01-01,2024-06-28,5
7626,2007-01-01,2024-06-28,17
7627,2008-01-01,2024-06-28,16
7628,2009-01-01,2024-06-28,15
7629,2010-01-01,2024-06-28,14
7630,2011-01-01,2024-06-28,13
7631,2012-01-01,2024-06-28,12
7632,2013-01-01,2024-06-28,11
7633,2014-01-01,2024-06-28,10
7634,2015-01-01,2024-06-28,9
7635,2016-01-01,2024-06-28,8
7636,2017-01-01,2024-06-28,7
7637,2018-01-01,2024-06-28,6
7638,2019-01-01,2024-06-28,5
7639,2020-01-01,2024-06-28,4
7640,1980-01-01,2024-06-28,44
7641,1981-01-01,2024-06-28,43
7642,1982-01-01,2024-06-28,42
7643,1983-01-01,2024-06-28,41
7644,1984-01-01,2024-06-28,40
7645,1985-01-01,2024-06-28,39
7646,1986-01-01,2024-06-28,38
7647,1987-01-01,2024-06-28,37
7648,1988-01-01,2024-06-28,36
7649,1989-01-01,2024-06-28,35
7650,1990-01-01,2024-06-28,34
7651,1991-01-01,2024-06-28,33
7652,1992-01-01,2024-06-28,32
7653,1993-01-01,2024-06-28,31
7654,1994-01-01,2024-06-28,30
7655,1995-01-01,2024-06-28,29
7656,1996-01-01,2024-06-28,28
7657,1997-01-01,2024-06-28,27
7658,1998-01-01,2024-06-28,26
7659,1999-01-01,2024-06-28,25
7660,2000-01-01,2024-06-28,24
7661,2001-01-01,2024-06-28,23
7662,2002-01-01,2024-06-28,22
7663,2003-01-01,2024-06-28,21
7664,2004-01-01,2024-06-28,20
7665,2005-01-01,2024-06-28,19
7666,2006-01-01,2024-06-28,18
7667,2007-01-01,2024-06-28,17
7668,2008-01-01,2024-06-28,16
7669,2009-01-01,2024-06-28,15
7670,2010-01-01,2024-06-28,14
7671,2011-01-01,2024-06-28,13
7672,2012-01-01,2024-06-28,12
7673,2013-01-01,2024-06-28,11
7674,2014-01-01,2024-06-28,10
7675,2015-01-01,2024-06-28,9
7676,2016-01-01,2024-06-28,8
7677,2017-01-01,2024-06-28,7
7678,2018-01-01,2024-06-28,6
7679,2019-01-01,2024-06-28,5
7680,2020-01-01,2024-06-28,4
7681,2021-01-01,2024-06-28,3
7682,2022-01-01,2024-06-28,2
7683,1991-01-01,2024-06-28,33
7684,1992-01-01,2024-06-28,32
7685,1993-01-01,2024-06-28,31
7686,1994-01-01,2024-06-28,30
7687,1995-01-01,2024-06-28,29
7688,1996-01-01,2024-06-28,28
7689,1997-01-01,2024-06-28,27
7690,1998-01-01,2024-06-28,26
7691,1999-01-01,2024-06-28,25
7692,2000-01-01,2024-06-28,24
7693,2001-01-01,2024-06-28,23
7694,2002-01-01,2024-06-28,22
7695,2003-01-01,2024-06-28,21
7696,2004-01-01,2024-06-28,20
7697,2005-01-01,2024-06-28,19
7698,2006-01-01,2024-06-28,18
7699,2007-01-01,2024-06-28,17
7700,2008-01-01,2024-06-28,16
7701,2009-01-01,2024-06-28,15
7702,2010-01-01,2024-06-28,14
7703,2011-01-01,2024-06-28,13
7704,2012-01-01,2024-06-28,12
7705,2013-01-01,2024-06-28,11
7706,2014-01-01,2024-06-28,10
7707,2015-01-01,2024-06-28,9
7708,2016-01-01,2024-06-28,8
7709,2017-01-01,2024-06-28,7
7710,2018-01-01,2024-06-28,6
7711,2019-01-01,2024-06-28,5
7712,2020-01-01,2024-06-28,4
7713,1980-01-01,2024-06-28,44
7714,1981-01-01,2024-06-28,43
7715,1982-01-01,2024-06-28,42
7716,1983-01-01,2024-06-28,41
7717,1984-01-01,2024-06-28,40
7718,1985-01-01,2024-06-28,39
7719,1986-01-01,2024-06-28,38
7720,1987-01-01,2024-06-28,37
7721,1988-01-01,2024-06-28,36
7722,1989-01-01,2024-06-28,35
7723,1990-01-01,2024-06-28,34
7724,2021-01-01,2024-06-28,3
7725,2022-01-01,2024-06-28,2
7726,1970-01-01,2024-06-28,54
7727,1976-01-01,2024-06-28,48
7728,1977-01-01,2024-06-28,47
7729,1980-01-01,2024-06-28,44
7730,1981-01-01,2024-06-28,43
7731,1982-01-01,2024-06-28,42
7732,1983-01-01,2024-06-28,41
7733,1984-01-01,2024-06-28,40
7734,1985-01-01,2024-06-28,39
7735,1986-01-01,2024-06-28,38
7736,1987-01-01,2024-06-28,37
7737,1988-01-01,2024-06-28,36
7738,1989-01-01,2024-06-28,35
7739,1990-01-01,2024-06-28,34
7740,1991-01-01,2024-06-28,33
7741,1992-01-01,2024-06-28,32
7742,1993-01-01,2024-06-28,31
7743,1994-01-01,2024-06-28,30
7744,1995-01-01,2024-06-28,29
7745,1996-01-01,2024-06-28,28
7746,1997-01-01,2024-06-28,27
7747,1998-01-01,2024-06-28,26
7748,1999-01-01,2024-06-28,25
7749,2000-01-01,2024-06-28,24
7750,2001-01-01,2024-06-28,23
7751,2002-01-01,2024-06-28,22
7752,2003-01-01,2024-06-28,21
7753,2004-01-01,2024-06-28,20
7754,2005-01-01,2024-06-28,19
7755,2006-01-01,2024-06-28,18
7756,2007-01-01,2024-06-28,17
7757,2008-01-01,2024-06-28,16
7758,2009-01-01,2024-06-28,15
7759,2010-01-01,2024-06-28,14
7760,2011-01-01,2024-06-28,13
7761,2012-01-01,2024-06-28,12
7762,2013-01-01,2024-06-28,11
7763,2014-01-01,2024-06-28,10
7764,2015-01-01,2024-06-28,9
7765,2016-01-01,2024-06-28,8
7766,2017-01-01,2024-06-28,7
7767,2018-01-01,2024-06-28,6
7768,2019-01-01,2024-06-28,5
7769,2020-01-01,2024-06-28,4
7770,2021-01-01,2024-06-28,3
7771,2022-01-01,2024-06-28,2
7772,1978-01-01,2024-06-28,46
7773,1979-01-01,2024-06-28,45
7774,2007-01-01,2024-06-28,17
7775,2008-01-01,2024-06-28,16
7776,2009-01-01,2024-06-28,15
7777,2010-01-01,2024-06-28,14
7778,2011-01-01,2024-06-28,13
7779,2012-01-01,2024-06-28,12
7780,2013-01-01,2024-06-28,11
7781,2014-01-01,2024-06-28,10
7782,2015-01-01,2024-06-28,9
7783,2016-01-01,2024-06-28,8
7784,2017-01-01,2024-06-28,7
7785,2018-01-01,2024-06-28,6
7786,2019-01-01,2024-06-28,5
7787,2020-01-01,2024-06-28,4
7788,1980-01-01,2024-06-28,44
7789,1981-01-01,2024-06-28,43
7790,1982-01-01,2024-06-28,42
7791,1983-01-01,2024-06-28,41
7792,1984-01-01,2024-06-28,40
7793,1985-01-01,2024-06-28,39
7794,1986-01-01,2024-06-28,38
7795,1987-01-01,2024-06-28,37
7796,1988-01-01,2024-06-28,36
7797,1989-01-01,2024-06-28,35
7798,1990-01-01,2024-06-28,34
7799,1991-01-01,2024-06-28,33
7800,1992-01-01,2024-06-28,32
7801,1993-01-01,2024-06-28,31
7802,1994-01-01,2024-06-28,30
7803,1995-01-01,2024-06-28,29
7804,1996-01-01,2024-06-28,28
7805,1997-01-01,2024-06-28,27
7806,1998-01-01,2024-06-28,26
7807,1999-01-01,2024-06-28,25
7808,2000-01-01,2024-06-28,24
7809,2001-01-01,2024-06-28,23
7810,2002-01-01,2024-06-28,22
7811,2003-01-01,2024-06-28,21
7812,2004-01-01,2024-06-28,20
7813,2005-01-01,2024-06-28,19
7814,2006-01-01,2024-06-28,18
7815,2007-01-01,2024-06-28,17
7816,2008-01-01,2024-06-28,16
7817,2010-01-01,2024-06-28,14
7818,2009-01-01,2024-06-28,15
7819,2011-01-01,2024-06-28,13
7820,2012-01-01,2024-06-28,12
7821,2013-01-01,2024-06-28,11
7822,2014-01-01,2024-06-28,10
7823,2015-01-01,2024-06-28,9
7824,2016-01-01,2024-06-28,8
7825,2017-01-01,2024-06-28,7
7826,2018-01-01,2024-06-28,6
7827,2019-01-01,2024-06-28,5
7828,2020-01-01,2024-06-28,4
7829,2021-01-01,2024-06-28,3
7830,2022-01-01,2024-06-28,2
7831,1980-01-01,2024-06-28,44
7832,1981-01-01,2024-06-28,43
7833,1982-01-01,2024-06-28,42
7834,1983-01-01,2024-06-28,41
7835,1984-01-01,2024-06-28,40
7836,1985-01-01,2024-06-28,39
7837,1986-01-01,2024-06-28,38
7838,1987-01-01,2024-06-28,37
7839,1988-01-01,2024-06-28,36
7840,1989-01-01,2024-06-28,35
7841,1990-01-01,2024-06-28,34
7842,1991-01-01,2024-06-28,33
7843,1992-01-01,2024-06-28,32
7844,1993-01-01,2024-06-28,31
7845,1994-01-01,2024-06-28,30
7846,1995-01-01,2024-06-28,29
7847,1996-01-01,2024-06-28,28
7848,1997-01-01,2024-06-28,27
7849,1998-01-01,2024-06-28,26
7850,1999-01-01,2024-06-28,25
7851,2000-01-01,2024-06-28,24
7852,2001-01-01,2024-06-28,23
7853,2002-01-01,2024-06-28,22
7854,2003-01-01,2024-06-28,21
7855,2004-01-01,2024-06-28,20
7856,2005-01-01,2024-06-28,19
7857,2006-01-01,2024-06-28,18
7858,2007-01-01,2024-06-28,17
7859,2008-01-01,2024-06-28,16
7860,2010-01-01,2024-06-28,14
7861,2009-01-01,2024-06-28,15
7862,2011-01-01,2024-06-28,13
7863,2012-01-01,2024-06-28,12
7864,2013-01-01,2024-06-28,11
7865,2014-01-01,2024-06-28,10
7866,2015-01-01,2024-06-28,9
7867,2016-01-01,2024-06-28,8
7868,2017-01-01,2024-06-28,7
7869,2018-01-01,2024-06-28,6
7870,2019-01-01,2024-06-28,5
7871,2020-01-01,2024-06-28,4
7872,2021-01-01,2024-06-28,3
7873,2022-01-01,2024-06-28,2
7874,1980-01-01,2024-06-28,44
7875,1981-01-01,2024-06-28,43
7876,1982-01-01,2024-06-28,42
7877,1983-01-01,2024-06-28,41
7878,1984-01-01,2024-06-28,40
7879,1985-01-01,2024-06-28,39
7880,1986-01-01,2024-06-28,38
7881,1987-01-01,2024-06-28,37
7882,1988-01-01,2024-06-28,36
7883,1989-01-01,2024-06-28,35
7884,1990-01-01,2024-06-28,34
7885,1991-01-01,2024-06-28,33
7886,1992-01-01,2024-06-28,32
7887,1993-01-01,2024-06-28,31
7888,1994-01-01,2024-06-28,30
7889,1995-01-01,2024-06-28,29
7890,1996-01-01,2024-06-28,28
7891,1997-01-01,2024-06-28,27
7892,1998-01-01,2024-06-28,26
7893,1999-01-01,2024-06-28,25
7894,2000-01-01,2024-06-28,24
7895,2001-01-01,2024-06-28,23
7896,2002-01-01,2024-06-28,22
7897,2003-01-01,2024-06-28,21
7898,2004-01-01,2024-06-28,20
7899,2005-01-01,2024-06-28,19
7900,2006-01-01,2024-06-28,18
7901,2007-01-01,2024-06-28,17
7902,2008-01-01,2024-06-28,16
7903,2010-01-01,2024-06-28,14
7904,2009-01-01,2024-06-28,15
7905,2011-01-01,2024-06-28,13
7906,2012-01-01,2024-06-28,12
7907,2013-01-01,2024-06-28,11
7908,2014-01-01,2024-06-28,10
7909,2015-01-01,2024-06-28,9
7910,2016-01-01,2024-06-28,8
7911,2017-01-01,2024-06-28,7
7912,2018-01-01,2024-06-28,6
7913,2019-01-01,2024-06-28,5
7914,2020-01-01,2024-06-28,4
7915,2021-01-01,2024-06-28,3
7916,2022-01-01,2024-06-28,2
7917,1980-01-01,2024-06-28,44
7918,1981-01-01,2024-06-28,43
7919,1982-01-01,2024-06-28,42
7920,1983-01-01,2024-06-28,41
7921,1984-01-01,2024-06-28,40
7922,1985-01-01,2024-06-28,39
7923,1986-01-01,2024-06-28,38
7924,1987-01-01,2024-06-28,37
7925,1988-01-01,2024-06-28,36
7926,1989-01-01,2024-06-28,35
7927,1990-01-01,2024-06-28,34
7928,1991-01-01,2024-06-28,33
7929,1992-01-01,2024-06-28,32
7930,1993-01-01,2024-06-28,31
7931,1994-01-01,2024-06-28,30
7932,1995-01-01,2024-06-28,29
7933,1996-01-01,2024-06-28,28
7934,1997-01-01,2024-06-28,27
7935,1998-01-01,2024-06-28,26
7936,1999-01-01,2024-06-28,25
7937,2000-01-01,2024-06-28,24
7938,2001-01-01,2024-06-28,23
7939,2002-01-01,2024-06-28,22
7940,2003-01-01,2024-06-28,21
7941,2004-01-01,2024-06-28,20
7942,2005-01-01,2024-06-28,19
7943,2006-01-01,2024-06-28,18
7944,2007-01-01,2024-06-28,17
7945,2008-01-01,2024-06-28,16
7946,2010-01-01,2024-06-28,14
7947,2009-01-01,2024-06-28,15
7948,2011-01-01,2024-06-28,13
7949,2012-01-01,2024-06-28,12
7950,2013-01-01,2024-06-28,11
7951,2014-01-01,2024-06-28,10
7952,2015-01-01,2024-06-28,9
7953,2016-01-01,2024-06-28,8
7954,2017-01-01,2024-06-28,7
7955,2018-01-01,2024-06-28,6
7956,2019-01-01,2024-06-28,5
7957,2020-01-01,2024-06-28,4
7958,2021-01-01,2024-06-28,3
7959,2022-01-01,2024-06-28,2
7960,1980-01-01,2024-06-28,44
7961,1981-01-01,2024-06-28,43
7962,1982-01-01,2024-06-28,42
7963,1983-01-01,2024-06-28,41
7964,1984-01-01,2024-06-28,40
7965,1985-01-01,2024-06-28,39
7966,1986-01-01,2024-06-28,38
7967,1987-01-01,2024-06-28,37
7968,1988-01-01,2024-06-28,36
7969,1989-01-01,2024-06-28,35
7970,1990-01-01,2024-06-28,34
7971,1991-01-01,2024-06-28,33
7972,1992-01-01,2024-06-28,32
7973,1993-01-01,2024-06-28,31
7974,1994-01-01,2024-06-28,30
7975,1998-01-01,2024-06-28,26
7976,1999-01-01,2024-06-28,25
7977,2000-01-01,2024-06-28,24
7978,2001-01-01,2024-06-28,23
7979,2002-01-01,2024-06-28,22
7980,2003-01-01,2024-06-28,21
7981,2004-01-01,2024-06-28,20
7982,2005-01-01,2024-06-28,19
7983,2006-01-01,2024-06-28,18
7984,2007-01-01,2024-06-28,17
7985,2008-01-01,2024-06-28,16
7986,2009-01-01,2024-06-28,15
7987,2010-01-01,2024-06-28,14
7988,2011-01-01,2024-06-28,13
7989,2012-01-01,2024-06-28,12
7990,2013-01-01,2024-06-28,11
7991,2014-01-01,2024-06-28,10
7992,2015-01-01,2024-06-28,9
7993,2016-01-01,2024-06-28,8
7994,2017-01-01,2024-06-28,7
7995,2018-01-01,2024-06-28,6
7996,2019-01-01,2024-06-28,5
7997,2020-01-01,2024-06-28,4
7998,1995-01-01,2024-06-28,29
7999,1996-01-01,2024-06-28,28
8000,1997-01-01,2024-06-28,27
8001,2021-01-01,2024-06-28,3
8002,2022-01-01,2024-06-28,2
8003,1980-01-01,2024-06-28,44
8004,1981-01-01,2024-06-28,43
8005,1982-01-01,2024-06-28,42
8006,1983-01-01,2024-06-28,41
8007,1984-01-01,2024-06-28,40
8008,1985-01-01,2024-06-28,39
8009,1986-01-01,2024-06-28,38
8010,1987-01-01,2024-06-28,37
8011,1988-01-01,2024-06-28,36
8012,1989-01-01,2024-06-28,35
8013,1990-01-01,2024-06-28,34
8014,1991-01-01,2024-06-28,33
8015,1992-01-01,2024-06-28,32
8016,1993-01-01,2024-06-28,31
8017,1994-01-01,2024-06-28,30
8018,1995-01-01,2024-06-28,29
8019,1996-01-01,2024-06-28,28
8020,1997-01-01,2024-06-28,27
8021,1998-01-01,2024-06-28,26
8022,1999-01-01,2024-06-28,25
8023,2000-01-01,2024-06-28,24
8024,2001-01-01,2024-06-28,23
8025,2002-01-01,2024-06-28,22
8026,2003-01-01,2024-06-28,21
8027,2004-01-01,2024-06-28,20
8028,2005-01-01,2024-06-28,19
8029,2006-01-01,2024-06-28,18
8030,2007-01-01,2024-06-28,17
8031,2008-01-01,2024-06-28,16
8032,2009-01-01,2024-06-28,15
8033,2010-01-01,2024-06-28,14
8034,2011-01-01,2024-06-28,13
8035,2012-01-01,2024-06-28,12
8036,2013-01-01,2024-06-28,11
8037,2014-01-01,2024-06-28,10
8038,2015-01-01,2024-06-28,9
8039,2016-01-01,2024-06-28,8
8040,2017-01-01,2024-06-28,7
8041,2018-01-01,2024-06-28,6
8042,2019-01-01,2024-06-28,5
8043,2020-01-01,2024-06-28,4
8044,2021-01-01,2024-06-28,3
8045,2022-01-01,2024-06-28,2
8046,1980-01-01,2024-06-28,44
8047,1981-01-01,2024-06-28,43
8048,1982-01-01,2024-06-28,42
8049,1983-01-01,2024-06-28,41
8050,1984-01-01,2024-06-28,40
8051,1985-01-01,2024-06-28,39
8052,1986-01-01,2024-06-28,38
8053,1987-01-01,2024-06-28,37
8054,1988-01-01,2024-06-28,36
8055,1989-01-01,2024-06-28,35
8056,1990-01-01,2024-06-28,34
8057,1991-01-01,2024-06-28,33
8058,1992-01-01,2024-06-28,32
8059,1993-01-01,2024-06-28,31
8060,1994-01-01,2024-06-28,30
8061,1995-01-01,2024-06-28,29
8062,1996-01-01,2024-06-28,28
8063,1997-01-01,2024-06-28,27
8064,1998-01-01,2024-06-28,26
8065,1999-01-01,2024-06-28,25
8066,2000-01-01,2024-06-28,24
8067,2001-01-01,2024-06-28,23
8068,2002-01-01,2024-06-28,22
8069,2003-01-01,2024-06-28,21
8070,2004-01-01,2024-06-28,20
8071,2005-01-01,2024-06-28,19
8072,2006-01-01,2024-06-28,18
8073,2007-01-01,2024-06-28,17
8074,2008-01-01,2024-06-28,16
8075,2009-01-01,2024-06-28,15
8076,2010-01-01,2024-06-28,14
8077,2011-01-01,2024-06-28,13
8078,2012-01-01,2024-06-28,12
8079,2013-01-01,2024-06-28,11
8080,2014-01-01,2024-06-28,10
8081,2015-01-01,2024-06-28,9
8082,2016-01-01,2024-06-28,8
8083,2017-01-01,2024-06-28,7
8084,2018-01-01,2024-06-28,6
8085,2019-01-01,2024-06-28,5
8086,2020-01-01,2024-06-28,4
8087,2021-01-01,2024-06-28,3
8088,2022-01-01,2024-06-28,2
8089,1970-01-01,2024-06-28,54
8090,1972-01-01,2024-06-28,52
8091,1975-01-01,2024-06-28,49
8092,1976-01-01,2024-06-28,48
8093,1977-01-01,2024-06-28,47
8094,1978-01-01,2024-06-28,46
8095,1979-01-01,2024-06-28,45
8096,1990-01-01,2024-06-28,34
8097,1991-01-01,2024-06-28,33
8098,1992-01-01,2024-06-28,32
8099,1993-01-01,2024-06-28,31
8100,1994-01-01,2024-06-28,30
8101,1995-01-01,2024-06-28,29
8102,1996-01-01,2024-06-28,28
8103,1997-01-01,2024-06-28,27
8104,1998-01-01,2024-06-28,26
8105,1999-01-01,2024-06-28,25
8106,2000-01-01,2024-06-28,24
8107,2001-01-01,2024-06-28,23
8108,2002-01-01,2024-06-28,22
8109,2003-01-01,2024-06-28,21
8110,2004-01-01,2024-06-28,20
8111,2005-01-01,2024-06-28,19
8112,2006-01-01,2024-06-28,18
8113,2007-01-01,2024-06-28,17
8114,2008-01-01,2024-06-28,16
8115,2009-01-01,2024-06-28,15
8116,2010-01-01,2024-06-28,14
8117,2011-01-01,2024-06-28,13
8118,2012-01-01,2024-06-28,12
8119,2013-01-01,2024-06-28,11
8120,2014-01-01,2024-06-28,10
8121,2015-01-01,2024-06-28,9
8122,2016-01-01,2024-06-28,8
8123,2017-01-01,2024-06-28,7
8124,2018-01-01,2024-06-28,6
8125,2019-01-01,2024-06-28,5
8126,1980-01-01,2024-06-28,44
8127,1981-01-01,2024-06-28,43
8128,1982-01-01,2024-06-28,42
8129,1983-01-01,2024-06-28,41
8130,1984-01-01,2024-06-28,40
8131,1985-01-01,2024-06-28,39
8132,1986-01-01,2024-06-28,38
8133,1987-01-01,2024-06-28,37
8134,1988-01-01,2024-06-28,36
8135,1989-01-01,2024-06-28,35
8136,1990-01-01,2024-06-28,34
8137,1991-01-01,2024-06-28,33
8138,1992-01-01,2024-06-28,32
8139,1993-01-01,2024-06-28,31
8140,1994-01-01,2024-06-28,30
8141,1995-01-01,2024-06-28,29
8142,1996-01-01,2024-06-28,28
8143,1997-01-01,2024-06-28,27
8144,1998-01-01,2024-06-28,26
8145,1999-01-01,2024-06-28,25
8146,2000-01-01,2024-06-28,24
8147,2001-01-01,2024-06-28,23
8148,2002-01-01,2024-06-28,22
8149,2003-01-01,2024-06-28,21
8150,2004-01-01,2024-06-28,20
8151,2005-01-01,2024-06-28,19
8152,2006-01-01,2024-06-28,18
8153,2007-01-01,2024-06-28,17
8154,2008-01-01,2024-06-28,16
8155,2009-01-01,2024-06-28,15
8156,2010-01-01,2024-06-28,14
8157,2011-01-01,2024-06-28,13
8158,2012-01-01,2024-06-28,12
8159,2013-01-01,2024-06-28,11
8160,2014-01-01,2024-06-28,10
8161,2015-01-01,2024-06-28,9
8162,2016-01-01,2024-06-28,8
8163,2017-01-01,2024-06-28,7
8164,2018-01-01,2024-06-28,6
8165,2019-01-01,2024-06-28,5
8166,2020-01-01,2024-06-28,4
8167,2021-01-01,2024-06-28,3
8168,2022-01-01,2024-06-28,2
8169,1971-01-01,2024-06-28,53
8170,1972-01-01,2024-06-28,52
8171,1978-01-01,2024-06-28,46
8172,1979-01-01,2024-06-28,45
8173,1980-01-01,2024-06-28,44
8174,1981-01-01,2024-06-28,43
8175,1982-01-01,2024-06-28,42
8176,1983-01-01,2024-06-28,41
8177,1984-01-01,2024-06-28,40
8178,1985-01-01,2024-06-28,39
8179,1986-01-01,2024-06-28,38
8180,1987-01-01,2024-06-28,37
8181,1988-01-01,2024-06-28,36
8182,1989-01-01,2024-06-28,35
8183,1990-01-01,2024-06-28,34
8184,1991-01-01,2024-06-28,33
8185,1992-01-01,2024-06-28,32
8186,1993-01-01,2024-06-28,31
8187,1994-01-01,2024-06-28,30
8188,1995-01-01,2024-06-28,29
8189,1996-01-01,2024-06-28,28
8190,1997-01-01,2024-06-28,27
8191,1998-01-01,2024-06-28,26
8192,1999-01-01,2024-06-28,25
8193,2000-01-01,2024-06-28,24
8194,2001-01-01,2024-06-28,23
8195,2002-01-01,2024-06-28,22
8196,2003-01-01,2024-06-28,21
8197,2004-01-01,2024-06-28,20
8198,2005-01-01,2024-06-28,19
8199,2006-01-01,2024-06-28,18
8200,2007-01-01,2024-06-28,17
8201,2008-01-01,2024-06-28,16
8202,2009-01-01,2024-06-28,15
8203,2010-01-01,2024-06-28,14
8204,2011-01-01,2024-06-28,13
8205,2012-01-01,2024-06-28,12
8206,2013-01-01,2024-06-28,11
8207,2014-01-01,2024-06-28,10
8208,2015-01-01,2024-06-28,9
8209,2016-01-01,2024-06-28,8
8210,2017-01-01,2024-06-28,7
8211,2018-01-01,2024-06-28,6
8212,2019-01-01,2024-06-28,5
8213,2020-01-01,2024-06-28,4
8214,2021-01-01,2024-06-28,3
8215,2022-01-01,2024-06-28,2
8216,2003-01-01,2024-06-28,21
8217,2004-01-01,2024-06-28,20
8218,2005-01-01,2024-06-28,19
8219,1976-01-01,2024-06-28,48
8220,1981-01-01,2024-06-28,43
8221,1989-01-01,2024-06-28,35
8222,1994-01-01,2024-06-28,30
8223,1980-01-01,2024-06-28,44
8224,1981-01-01,2024-06-28,43
8225,1982-01-01,2024-06-28,42
8226,1983-01-01,2024-06-28,41
8227,1984-01-01,2024-06-28,40
8228,1985-01-01,2024-06-28,39
8229,1986-01-01,2024-06-28,38
8230,1987-01-01,2024-06-28,37
8231,1988-01-01,2024-06-28,36
8232,1989-01-01,2024-06-28,35
8233,1990-01-01,2024-06-28,34
8234,1991-01-01,2024-06-28,33
8235,1992-01-01,2024-06-28,32
8236,1993-01-01,2024-06-28,31
8237,1994-01-01,2024-06-28,30
8238,1995-01-01,2024-06-28,29
8239,1996-01-01,2024-06-28,28
8240,1997-01-01,2024-06-28,27
8241,1998-01-01,2024-06-28,26
8242,1999-01-01,2024-06-28,25
8243,2000-01-01,2024-06-28,24
8244,2001-01-01,2024-06-28,23
8245,2002-01-01,2024-06-28,22
8246,2003-01-01,2024-06-28,21
8247,2004-01-01,2024-06-28,20
8248,2005-01-01,2024-06-28,19
8249,2006-01-01,2024-06-28,18
8250,2007-01-01,2024-06-28,17
8251,2008-01-01,2024-06-28,16
8252,2009-01-01,2024-06-28,15
8253,2010-01-01,2024-06-28,14
8254,2011-01-01,2024-06-28,13
8255,2012-01-01,2024-06-28,12
8256,2013-01-01,2024-06-28,11
8257,2014-01-01,2024-06-28,10
8258,2015-01-01,2024-06-28,9
8259,2016-01-01,2024-06-28,8
8260,2017-01-01,2024-06-28,7
8261,2018-01-01,2024-06-28,6
8262,2019-01-01,2024-06-28,5
8263,2020-01-01,2024-06-28,4
8264,2021-01-01,2024-06-28,3
8265,2022-01-01,2024-06-28,2
8266,1980-01-01,2024-06-28,44
8267,1981-01-01,2024-06-28,43
8268,1982-01-01,2024-06-28,42
8269,1983-01-01,2024-06-28,41
8270,1984-01-01,2024-06-28,40
8271,1985-01-01,2024-06-28,39
8272,1986-01-01,2024-06-28,38
8273,1987-01-01,2024-06-28,37
8274,1988-01-01,2024-06-28,36
8275,1989-01-01,2024-06-28,35
8276,1990-01-01,2024-06-28,34
8277,1991-01-01,2024-06-28,33
8278,1992-01-01,2024-06-28,32
8279,1993-01-01,2024-06-28,31
8280,1994-01-01,2024-06-28,30
8281,1995-01-01,2024-06-28,29
8282,1997-01-01,2024-06-28,27
8283,1998-01-01,2024-06-28,26
8284,1999-01-01,2024-06-28,25
8285,2000-01-01,2024-06-28,24
8286,2001-01-01,2024-06-28,23
8287,2002-01-01,2024-06-28,22
8288,2003-01-01,2024-06-28,21
8289,2004-01-01,2024-06-28,20
8290,2005-01-01,2024-06-28,19
8291,2006-01-01,2024-06-28,18
8292,2007-01-01,2024-06-28,17
8293,2008-01-01,2024-06-28,16
8294,2009-01-01,2024-06-28,15
8295,2010-01-01,2024-06-28,14
8296,2011-01-01,2024-06-28,13
8297,2012-01-01,2024-06-28,12
8298,2013-01-01,2024-06-28,11
8299,2014-01-01,2024-06-28,10
8300,2015-01-01,2024-06-28,9
8301,2016-01-01,2024-06-28,8
8302,2017-01-01,2024-06-28,7
8303,2018-01-01,2024-06-28,6
8304,2019-01-01,2024-06-28,5
8305,2020-01-01,2024-06-28,4
8306,1996-01-01,2024-06-28,28
8307,2021-01-01,2024-06-28,3
8308,2022-01-01,2024-06-28,2
8309,1970-01-01,2024-06-28,54
8310,1971-01-01,2024-06-28,53
8311,1977-01-01,2024-06-28,47
8312,1980-01-01,2024-06-28,44
8313,1981-01-01,2024-06-28,43
8314,1982-01-01,2024-06-28,42
8315,1983-01-01,2024-06-28,41
8316,1984-01-01,2024-06-28,40
8317,1985-01-01,2024-06-28,39
8318,1987-01-01,2024-06-28,37
8319,1988-01-01,2024-06-28,36
8320,1989-01-01,2024-06-28,35
8321,1990-01-01,2024-06-28,34
8322,1991-01-01,2024-06-28,33
8323,1992-01-01,2024-06-28,32
8324,1993-01-01,2024-06-28,31
