#,startOfYear,lastUpdate,dateDiff
3670,1998-01-01,2024-06-28,26
3671,1999-01-01,2024-06-28,25
3672,2000-01-01,2024-06-28,24
3673,2001-01-01,2024-06-28,23
3674,2002-01-01,2024-06-28,22
3675,2003-01-01,2024-06-28,21
3676,2004-01-01,2024-06-28,20
3677,2005-01-01,2024-06-28,19
3678,2006-01-01,2024-06-28,18
3679,2007-01-01,2024-06-28,17
3680,2008-01-01,2024-06-28,16
3681,2009-01-01,2024-06-28,15
3682,2010-01-01,2024-06-28,14
3683,2011-01-01,2024-06-28,13
3684,2012-01-01,2024-06-28,12
3685,2013-01-01,2024-06-28,11
3686,2014-01-01,2024-06-28,10
3687,2015-01-01,2024-06-28,9
3688,2016-01-01,2024-06-28,8
3689,2017-01-01,2024-06-28,7
3690,2018-01-01,2024-06-28,6
3691,2019-01-01,2024-06-28,5
3692,2020-01-01,2024-06-28,4
3693,2021-01-01,2024-06-28,3
3694,2022-01-01,2024-06-28,2
3695,1980-01-01,2024-06-28,44
3696,1981-01-01,2024-06-28,43
3697,1982-01-01,2024-06-28,42
3698,1983-01-01,2024-06-28,41
3699,1984-01-01,2024-06-28,40
3700,1985-01-01,2024-06-28,39
3701,1986-01-01,2024-06-28,38
3702,1987-01-01,2024-06-28,37
3703,1988-01-01,2024-06-28,36
3704,1989-01-01,2024-06-28,35
3705,1990-01-01,2024-06-28,34
3706,1991-01-01,2024-06-28,33
3707,1992-01-01,2024-06-28,32
3708,1993-01-01,2024-06-28,31
3709,1994-01-01,2024-06-28,30
3710,1995-01-01,2024-06-28,29
3711,1996-01-01,2024-06-28,28
3712,1997-01-01,2024-06-28,27
3713,1998-01-01,2024-06-28,26
3714,1999-01-01,2024-06-28,25
3715,2000-01-01,2024-06-28,24
3716,2001-01-01,2024-06-28,23
3717,2002-01-01,2024-06-28,22
3718,2003-01-01,2024-06-28,21
3719,2004-01-01,2024-06-28,20
3720,2005-01-01,2024-06-28,19
3721,2006-01-01,2024-06-28,18
3722,2007-01-01,2024-06-28,17
3723,2008-01-01,2024-06-28,16
3724,2010-01-01,2024-06-28,14
3725,2009-01-01,2024-06-28,15
3726,2011-01-01,2024-06-28,13
3727,2012-01-01,2024-06-28,12
3728,2013-01-01,2024-06-28,11
3729,2014-01-01,2024-06-28,10
3730,2015-01-01,2024-06-28,9
3731,2016-01-01,2024-06-28,8
3732,2017-01-01,2024-06-28,7
3733,2018-01-01,2024-06-28,6
3734,2019-01-01,2024-06-28,5
3735,2020-01-01,2024-06-28,4
3736,2021-01-01,2024-06-28,3
3737,2022-01-01,2024-06-28,2
3738,1990-01-01,2024-06-28,34
3739,1991-01-01,2024-06-28,33
3740,1992-01-01,2024-06-28,32
3741,1993-01-01,2024-06-28,31
3742,1994-01-01,2024-06-28,30
3743,1995-01-01,2024-06-28,29
3744,1996-01-01,2024-06-28,28
3745,1997-01-01,2024-06-28,27
3746,1998-01-01,2024-06-28,26
3747,1999-01-01,2024-06-28,25
3748,2000-01-01,2024-06-28,24
3749,2001-01-01,2024-06-28,23
3750,2002-01-01,2024-06-28,22
3751,2003-01-01,2024-06-28,21
3752,2004-01-01,2024-06-28,20
3753,2005-01-01,2024-06-28,19
3754,2006-01-01,2024-06-28,18
3755,2007-01-01,2024-06-28,17
3756,2008-01-01,2024-06-28,16
3757,2009-01-01,2024-06-28,15
3758,2010-01-01,2024-06-28,14
3759,2011-01-01,2024-06-28,13
3760,2012-01-01,2024-06-28,12
3761,2013-01-01,2024-06-28,11
3762,2014-01-01,2024-06-28,10
3763,2015-01-01,2024-06-28,9
3764,2016-01-01,2024-06-28,8
3765,2017-01-01,2024-06-28,7
3766,2018-01-01,2024-06-28,6
3767,2019-01-01,2024-06-28,5
3768,1980-01-01,2024-06-28,44
3769,1981-01-01,2024-06-28,43
3770,1982-01-01,2024-06-28,42
3771,1983-01-01,2024-06-28,41
3772,1984-01-01,2024-06-28,40
3773,1985-01-01,2024-06-28,39
3774,1986-01-01,2024-06-28,38
3775,1987-01-01,2024-06-28,37
3776,1988-01-01,2024-06-28,36
3777,1989-01-01,2024-06-28,35
3778,1990-01-01,2024-06-28,34
3779,1991-01-01,2024-06-28,33
3780,1992-01-01,2024-06-28,32
3781,1993-01-01,2024-06-28,31
3782,1994-01-01,2024-06-28,30
3783,1995-01-01,2024-06-28,29
3784,1996-01-01,2024-06-28,28
3785,1997-01-01,2024-06-28,27
3786,1998-01-01,2024-06-28,26
3787,1999-01-01,2024-06-28,25
3788,2000-01-01,2024-06-28,24
3789,2001-01-01,2024-06-28,23
3790,2002-01-01,2024-06-28,22
3791,2003-01-01,2024-06-28,21
3792,2004-01-01,2024-06-28,20
3793,2005-01-01,2024-06-28,19
3794,2006-01-01,2024-06-28,18
3795,2007-01-01,2024-06-28,17
3796,2008-01-01,2024-06-28,16
3797,2009-01-01,2024-06-28,15
3798,2010-01-01,2024-06-28,14
3799,2011-01-01,2024-06-28,13
3800,2012-01-01,2024-06-28,12
3801,2013-01-01,2024-06-28,11
3802,2014-01-01,2024-06-28,10
3803,2015-01-01,2024-06-28,9
3804,2016-01-01,2024-06-28,8
3805,2017-01-01,2024-06-28,7
3806,2018-01-01,2024-06-28,6
3807,2019-01-01,2024-06-28,5
3808,2020-01-01,2024-06-28,4
3809,2021-01-01,2024-06-28,3
3810,2022-01-01,2024-06-28,2
3811,1980-01-01,2024-06-28,44
3812,1981-01-01,2024-06-28,43
3813,1982-01-01,2024-06-28,42
3814,1983-01-01,2024-06-28,41
3815,1984-01-01,2024-06-28,40
3816,1985-01-01,2024-06-28,39
3817,1986-01-01,2024-06-28,38
3818,1987-01-01,2024-06-28,37
3819,1988-01-01,2024-06-28,36
3820,1989-01-01,2024-06-28,35
3821,1990-01-01,2024-06-28,34
3822,1991-01-01,2024-06-28,33
3823,1992-01-01,2024-06-28,32
3824,1993-01-01,2024-06-28,31
3825,1994-01-01,2024-06-28,30
3826,1995-01-01,2024-06-28,29
3827,1996-01-01,2024-06-28,28
3828,1997-01-01,2024-06-28,27
3829,1998-01-01,2024-06-28,26
3830,1999-01-01,2024-06-28,25
3831,2000-01-01,2024-06-28,24
3832,2001-01-01,2024-06-28,23
3833,2002-01-01,2024-06-28,22
3834,2003-01-01,2024-06-28,21
3835,2004-01-01,2024-06-28,20
3836,2005-01-01,2024-06-28,19
3837,2006-01-01,2024-06-28,18
3838,2007-01-01,2024-06-28,17
3839,2008-01-01,2024-06-28,16
3840,2009-01-01,2024-06-28,15
3841,2010-01-01,2024-06-28,14
3842,2011-01-01,2024-06-28,13
3843,2012-01-01,2024-06-28,12
3844,2013-01-01,2024-06-28,11
3845,2014-01-01,2024-06-28,10
3846,2015-01-01,2024-06-28,9
3847,2016-01-01,2024-06-28,8
3848,2017-01-01,2024-06-28,7
3849,2018-01-01,2024-06-28,6
3850,2019-01-01,2024-06-28,5
3851,2020-01-01,2024-06-28,4
3852,2021-01-01,2024-06-28,3
3853,2022-01-01,2024-06-28,2
3854,1970-01-01,2024-06-28,54
3855,1980-01-01,2024-06-28,44
3856,1981-01-01,2024-06-28,43
3857,1982-01-01,2024-06-28,42
3858,1983-01-01,2024-06-28,41
3859,1984-01-01,2024-06-28,40
3860,1985-01-01,2024-06-28,39
3861,1986-01-01,2024-06-28,38
3862,1987-01-01,2024-06-28,37
3863,1988-01-01,2024-06-28,36
3864,1989-01-01,2024-06-28,35
3865,1990-01-01,2024-06-28,34
3866,1991-01-01,2024-06-28,33
3867,1992-01-01,2024-06-28,32
3868,1993-01-01,2024-06-28,31
3869,1994-01-01,2024-06-28,30
3870,1995-01-01,2024-06-28,29
3871,1996-01-01,2024-06-28,28
3872,1997-01-01,2024-06-28,27
3873,1999-01-01,2024-06-28,25
3874,2000-01-01,2024-06-28,24
3875,2001-01-01,2024-06-28,23
3876,2002-01-01,2024-06-28,22
3877,2003-01-01,2024-06-28,21
3878,2004-01-01,2024-06-28,20
3879,2005-01-01,2024-06-28,19
3880,2006-01-01,2024-06-28,18
3881,2007-01-01,2024-06-28,17
3882,2008-01-01,2024-06-28,16
3883,2009-01-01,2024-06-28,15
3884,2010-01-01,2024-06-28,14
3885,2011-01-01,2024-06-28,13
3886,2012-01-01,2024-06-28,12
3887,2013-01-01,2024-06-28,11
3888,2014-01-01,2024-06-28,10
3889,2015-01-01,2024-06-28,9
3890,2016-01-01,2024-06-28,8
3891,2017-01-01,2024-06-28,7
3892,2018-01-01,2024-06-28,6
3893,2019-01-01,2024-06-28,5
3894,2020-01-01,2024-06-28,4
3895,1998-01-01,2024-06-28,26
3896,2021-01-01,2024-06-28,3
3897,2022-01-01,2024-06-28,2
3898,1980-01-01,2024-06-28,44
3899,1981-01-01,2024-06-28,43
3900,1982-01-01,2024-06-28,42
3901,1983-01-01,2024-06-28,41
3902,1984-01-01,2024-06-28,40
3903,1985-01-01,2024-06-28,39
3904,1986-01-01,2024-06-28,38
3905,1987-01-01,2024-06-28,37
3906,1988-01-01,2024-06-28,36
3907,1989-01-01,2024-06-28,35
3908,1990-01-01,2024-06-28,34
3909,1991-01-01,2024-06-28,33
3910,1992-01-01,2024-06-28,32
3911,1993-01-01,2024-06-28,31
3912,1994-01-01,2024-06-28,30
3913,1995-01-01,2024-06-28,29
3914,1996-01-01,2024-06-28,28
3915,1997-01-01,2024-06-28,27
3916,1998-01-01,2024-06-28,26
3917,1999-01-01,2024-06-28,25
3918,2000-01-01,2024-06-28,24
3919,2001-01-01,2024-06-28,23
3920,2002-01-01,2024-06-28,22
3921,2003-01-01,2024-06-28,21
3922,2004-01-01,2024-06-28,20
3923,2005-01-01,2024-06-28,19
3924,2006-01-01,2024-06-28,18
3925,2007-01-01,2024-06-28,17
3926,2008-01-01,2024-06-28,16
3927,2010-01-01,2024-06-28,14
3928,2009-01-01,2024-06-28,15
3929,2011-01-01,2024-06-28,13
3930,2012-01-01,2024-06-28,12
3931,2013-01-01,2024-06-28,11
3932,2014-01-01,2024-06-28,10
3933,2015-01-01,2024-06-28,9
3934,2016-01-01,2024-06-28,8
3935,2017-01-01,2024-06-28,7
3936,2018-01-01,2024-06-28,6
3937,2019-01-01,2024-06-28,5
3938,2020-01-01,2024-06-28,4
3939,2021-01-01,2024-06-28,3
3940,2022-01-01,2024-06-28,2
3941,1980-01-01,2024-06-28,44
3942,1981-01-01,2024-06-28,43
3943,1982-01-01,2024-06-28,42
3944,1983-01-01,2024-06-28,41
3945,1984-01-01,2024-06-28,40
3946,1985-01-01,2024-06-28,39
3947,1986-01-01,2024-06-28,38
3948,1987-01-01,2024-06-28,37
3949,1988-01-01,2024-06-28,36
3950,1989-01-01,2024-06-28,35
3951,1990-01-01,2024-06-28,34
3952,1991-01-01,2024-06-28,33
3953,1992-01-01,2024-06-28,32
3954,1993-01-01,2024-06-28,31
3955,1994-01-01,2024-06-28,30
3956,1995-01-01,2024-06-28,29
3957,1996-01-01,2024-06-28,28
3958,1997-01-01,2024-06-28,27
3959,1998-01-01,2024-06-28,26
3960,1999-01-01,2024-06-28,25
3961,2000-01-01,2024-06-28,24
3962,2001-01-01,2024-06-28,23
3963,2002-01-01,2024-06-28,22
3964,2003-01-01,2024-06-28,21
3965,2004-01-01,2024-06-28,20
3966,2005-01-01,2024-06-28,19
3967,2006-01-01,2024-06-28,18
3968,2007-01-01,2024-06-28,17
3969,2008-01-01,2024-06-28,16
3970,2009-01-01,2024-06-28,15
3971,2010-01-01,2024-06-28,14
3972,2011-01-01,2024-06-28,13
3973,2012-01-01,2024-06-28,12
3974,2013-01-01,2024-06-28,11
3975,2014-01-01,2024-06-28,10
3976,2015-01-01,2024-06-28,9
3977,2016-01-01,2024-06-28,8
3978,2017-01-01,2024-06-28,7
3979,2018-01-01,2024-06-28,6
3980,2019-01-01,2024-06-28,5
3981,2020-01-01,2024-06-28,4
3982,2021-01-01,2024-06-28,3
3983,2022-01-01,2024-06-28,2
3984,1990-01-01,2024-06-28,34
3985,1991-01-01,2024-06-28,33
3986,1992-01-01,2024-06-28,32
3987,1993-01-01,2024-06-28,31
3988,1994-01-01,2024-06-28,30
3989,1995-01-01,2024-06-28,29
3990,1996-01-01,2024-06-28,28
3991,1997-01-01,2024-06-28,27
3992,1998-01-01,2024-06-28,26
3993,1999-01-01,2024-06-28,25
3994,2000-01-01,2024-06-28,24
3995,2001-01-01,2024-06-28,23
3996,2002-01-01,2024-06-28,22
3997,2003-01-01,2024-06-28,21
3998,2004-01-01,2024-06-28,20
3999,2005-01-01,2024-06-28,19
4000,2006-01-01,2024-06-28,18
4001,2007-01-01,2024-06-28,17
4002,2008-01-01,2024-06-28,16
4003,2009-01-01,2024-06-28,15
4004,2010-01-01,2024-06-28,14
4005,2011-01-01,2024-06-28,13
4006,2012-01-01,2024-06-28,12
4007,2013-01-01,2024-06-28,11
4008,2014-01-01,2024-06-28,10
4009,2015-01-01,2024-06-28,9
4010,2016-01-01,2024-06-28,8
4011,2017-01-01,2024-06-28,7
4012,2018-01-01,2024-06-28,6
4013,2019-01-01,2024-06-28,5
4014,1980-01-01,2024-06-28,44
4015,1981-01-01,2024-06-28,43
4016,1982-01-01,2024-06-28,42
4017,1983-01-01,2024-06-28,41
4018,1984-01-01,2024-06-28,40
4019,1985-01-01,2024-06-28,39
4020,1986-01-01,2024-06-28,38
4021,1987-01-01,2024-06-28,37
4022,1988-01-01,2024-06-28,36
4023,1989-01-01,2024-06-28,35
4024,1990-01-01,2024-06-28,34
4025,1991-01-01,2024-06-28,33
4026,1992-01-01,2024-06-28,32
4027,1993-01-01,2024-06-28,31
4028,1994-01-01,2024-06-28,30
4029,1995-01-01,2024-06-28,29
4030,1996-01-01,2024-06-28,28
4031,1997-01-01,2024-06-28,27
4032,1998-01-01,2024-06-28,26
4033,1999-01-01,2024-06-28,25
4034,2000-01-01,2024-06-28,24
4035,2001-01-01,2024-06-28,23
4036,2002-01-01,2024-06-28,22
4037,2003-01-01,2024-06-28,21
4038,2004-01-01,2024-06-28,20
4039,2005-01-01,2024-06-28,19
4040,2006-01-01,2024-06-28,18
4041,2007-01-01,2024-06-28,17
4042,2008-01-01,2024-06-28,16
4043,2009-01-01,2024-06-28,15
4044,2010-01-01,2024-06-28,14
4045,2011-01-01,2024-06-28,13
4046,2012-01-01,2024-06-28,12
4047,2013-01-01,2024-06-28,11
4048,2014-01-01,2024-06-28,10
4049,2015-01-01,2024-06-28,9
4050,2016-01-01,2024-06-28,8
4051,2017-01-01,2024-06-28,7
4052,2018-01-01,2024-06-28,6
4053,2019-01-01,2024-06-28,5
4054,2020-01-01,2024-06-28,4
4055,2021-01-01,2024-06-28,3
4056,2022-01-01,2024-06-28,2
4057,2001-01-01,2024-06-28,23
4058,2002-01-01,2024-06-28,22
4059,2003-01-01,2024-06-28,21
4060,2004-01-01,2024-06-28,20
4061,2005-01-01,2024-06-28,19
4062,2006-01-01,2024-06-28,18
4063,2007-01-01,2024-06-28,17
4064,2008-01-01,2024-06-28,16
4065,2009-01-01,2024-06-28,15
4066,2010-01-01,2024-06-28,14
4067,2011-01-01,2024-06-28,13
4068,2012-01-01,2024-06-28,12
4069,2013-01-01,2024-06-28,11
4070,2014-01-01,2024-06-28,10
4071,2015-01-01,2024-06-28,9
4072,2016-01-01,2024-06-28,8
4073,2017-01-01,2024-06-28,7
4074,2018-01-01,2024-06-28,6
4075,2019-01-01,2024-06-28,5
4076,2020-01-01,2024-06-28,4
4077,1980-01-01,2024-06-28,44
4078,1981-01-01,2024-06-28,43
4079,1982-01-01,2024-06-28,42
4080,1983-01-01,2024-06-28,41
4081,1984-01-01,2024-06-28,40
4082,1985-01-01,2024-06-28,39
4083,1986-01-01,2024-06-28,38
4084,1987-01-01,2024-06-28,37
4085,1988-01-01,2024-06-28,36
4086,1989-01-01,2024-06-28,35
4087,1990-01-01,2024-06-28,34
4088,1991-01-01,2024-06-28,33
4089,1992-01-01,2024-06-28,32
4090,1993-01-01,2024-06-28,31
4091,1994-01-01,2024-06-28,30
4092,1995-01-01,2024-06-28,29
4093,1996-01-01,2024-06-28,28
4094,1997-01-01,2024-06-28,27
4095,1998-01-01,2024-06-28,26
4096,1999-01-01,2024-06-28,25
4097,2000-01-01,2024-06-28,24
4098,2001-01-01,2024-06-28,23
4099,2002-01-01,2024-06-28,22
4100,2003-01-01,2024-06-28,21
4101,2004-01-01,2024-06-28,20
4102,2005-01-01,2024-06-28,19
4103,2006-01-01,2024-06-28,18
4104,2007-01-01,2024-06-28,17
4105,2008-01-01,2024-06-28,16
4106,2009-01-01,2024-06-28,15
4107,2010-01-01,2024-06-28,14
4108,2011-01-01,2024-06-28,13
4109,2012-01-01,2024-06-28,12
4110,2013-01-01,2024-06-28,11
4111,2014-01-01,2024-06-28,10
4112,2015-01-01,2024-06-28,9
4113,2016-01-01,2024-06-28,8
4114,2017-01-01,2024-06-28,7
4115,2018-01-01,2024-06-28,6
4116,2019-01-01,2024-06-28,5
4117,2020-01-01,2024-06-28,4
4118,2021-01-01,2024-06-28,3
4119,2022-01-01,2024-06-28,2
4120,1980-01-01,2024-06-28,44
4121,1981-01-01,2024-06-28,43
4122,1982-01-01,2024-06-28,42
4123,1983-01-01,2024-06-28,41
4124,1984-01-01,2024-06-28,40
4125,1985-01-01,2024-06-28,39
4126,1986-01-01,2024-06-28,38
4127,1987-01-01,2024-06-28,37
4128,1988-01-01,2024-06-28,36
4129,1989-01-01,2024-06-28,35
4130,1990-01-01,2024-06-28,34
4131,1991-01-01,2024-06-28,33
4132,1992-01-01,2024-06-28,32
4133,1993-01-01,2024-06-28,31
4134,1994-01-01,2024-06-28,30
4135,1995-01-01,2024-06-28,29
4136,1996-01-01,2024-06-28,28
4137,1997-01-01,2024-06-28,27
4138,1998-01-01,2024-06-28,26
4139,1999-01-01,2024-06-28,25
4140,2000-01-01,2024-06-28,24
4141,2001-01-01,2024-06-28,23
4142,2002-01-01,2024-06-28,22
4143,2003-01-01,2024-06-28,21
4144,2004-01-01,2024-06-28,20
4145,2005-01-01,2024-06-28,19
4146,2006-01-01,2024-06-28,18
4147,2007-01-01,2024-06-28,17
4148,2008-01-01,2024-06-28,16
4149,2009-01-01,2024-06-28,15
4150,2010-01-01,2024-06-28,14
4151,2011-01-01,2024-06-28,13
4152,2012-01-01,2024-06-28,12
4153,2013-01-01,2024-06-28,11
4154,2014-01-01,2024-06-28,10
4155,2015-01-01,2024-06-28,9
4156,2016-01-01,2024-06-28,8
4157,2017-01-01,2024-06-28,7
4158,2018-01-01,2024-06-28,6
4159,2019-01-01,2024-06-28,5
4160,2020-01-01,2024-06-28,4
4161,2021-01-01,2024-06-28,3
4162,2022-01-01,2024-06-28,2
4163,1980-01-01,2024-06-28,44
4164,1981-01-01,2024-06-28,43
4165,1982-01-01,2024-06-28,42
4166,1983-01-01,2024-06-28,41
4167,1984-01-01,2024-06-28,40
4168,1985-01-01,2024-06-28,39
4169,1986-01-01,2024-06-28,38
4170,1987-01-01,2024-06-28,37
4171,1988-01-01,2024-06-28,36
4172,1989-01-01,2024-06-28,35
4173,1990-01-01,2024-06-28,34
4174,1991-01-01,2024-06-28,33
4175,1992-01-01,2024-06-28,32
4176,1993-01-01,2024-06-28,31
4177,1994-01-01,2024-06-28,30
4178,1995-01-01,2024-06-28,29
4179,1996-01-01,2024-06-28,28
4180,1997-01-01,2024-06-28,27
4181,1998-01-01,2024-06-28,26
4182,1999-01-01,2024-06-28,25
4183,2000-01-01,2024-06-28,24
4184,2001-01-01,2024-06-28,23
4185,2002-01-01,2024-06-28,22
4186,2003-01-01,2024-06-28,21
4187,2004-01-01,2024-06-28,20
4188,2005-01-01,2024-06-28,19
4189,2006-01-01,2024-06-28,18
4190,2007-01-01,2024-06-28,17
4191,2008-01-01,2024-06-28,16
4192,2009-01-01,2024-06-28,15
4193,2010-01-01,2024-06-28,14
4194,2011-01-01,2024-06-28,13
4195,2012-01-01,2024-06-28,12
4196,2013-01-01,2024-06-28,11
4197,2014-01-01,2024-06-28,10
4198,2015-01-01,2024-06-28,9
4199,2016-01-01,2024-06-28,8
4200,2017-01-01,2024-06-28,7
4201,2018-01-01,2024-06-28,6
4202,2019-01-01,2024-06-28,5
4203,2020-01-01,2024-06-28,4
4204,2021-01-01,2024-06-28,3
4205,2022-01-01,2024-06-28,2
4206,1950-01-01,2024-06-28,74
4207,1951-01-01,2024-06-28,73
4208,1952-01-01,2024-06-28,72
4209,1953-01-01,2024-06-28,71
4210,1954-01-01,2024-06-28,70
4211,1955-01-01,2024-06-28,69
4212,1956-01-01,2024-06-28,68
4213,1957-01-01,2024-06-28,67
4214,1958-01-01,2024-06-28,66
4215,1959-01-01,2024-06-28,65
4216,1960-01-01,2024-06-28,64
4217,1961-01-01,2024-06-28,63
4218,1962-01-01,2024-06-28,62
4219,1963-01-01,2024-06-28,61
4220,1964-01-01,2024-06-28,60
4221,1965-01-01,2024-06-28,59
4222,1966-01-01,2024-06-28,58
4223,1967-01-01,2024-06-28,57
4224,1968-01-01,2024-06-28,56
4225,1969-01-01,2024-06-28,55
4226,1970-01-01,2024-06-28,54
4227,1971-01-01,2024-06-28,53
4228,1972-01-01,2024-06-28,52
4229,1973-01-01,2024-06-28,51
4230,1974-01-01,2024-06-28,50
4231,1975-01-01,2024-06-28,49
4232,1976-01-01,2024-06-28,48
4233,1977-01-01,2024-06-28,47
4234,1978-01-01,2024-06-28,46
4235,1979-01-01,2024-06-28,45
4236,2008-01-01,2024-06-28,16
4237,2009-01-01,2024-06-28,15
4238,2010-01-01,2024-06-28,14
4239,2011-01-01,2024-06-28,13
4240,2012-01-01,2024-06-28,12
4241,2013-01-01,2024-06-28,11
4242,2014-01-01,2024-06-28,10
4243,2015-01-01,2024-06-28,9
4244,2016-01-01,2024-06-28,8
4245,1980-01-01,2024-06-28,44
4246,1981-01-01,2024-06-28,43
4247,1982-01-01,2024-06-28,42
4248,1983-01-01,2024-06-28,41
4249,1984-01-01,2024-06-28,40
4250,1985-01-01,2024-06-28,39
4251,1986-01-01,2024-06-28,38
4252,1987-01-01,2024-06-28,37
4253,1988-01-01,2024-06-28,36
4254,1989-01-01,2024-06-28,35
4255,1990-01-01,2024-06-28,34
4256,1991-01-01,2024-06-28,33
4257,1992-01-01,2024-06-28,32
4258,1993-01-01,2024-06-28,31
4259,1994-01-01,2024-06-28,30
4260,1995-01-01,2024-06-28,29
4261,1996-01-01,2024-06-28,28
4262,1997-01-01,2024-06-28,27
4263,1998-01-01,2024-06-28,26
4264,1999-01-01,2024-06-28,25
4265,2000-01-01,2024-06-28,24
4266,2001-01-01,2024-06-28,23
4267,2002-01-01,2024-06-28,22
4268,2003-01-01,2024-06-28,21
4269,2004-01-01,2024-06-28,20
4270,2005-01-01,2024-06-28,19
4271,2006-01-01,2024-06-28,18
4272,2007-01-01,2024-06-28,17
4273,2017-01-01,2024-06-28,7
4274,2018-01-01,2024-06-28,6
4275,2019-01-01,2024-06-28,5
4276,2020-01-01,2024-06-28,4
4277,2021-01-01,2024-06-28,3
4278,2022-01-01,2024-06-28,2
4279,1960-01-01,2024-06-28,64
4280,1961-01-01,2024-06-28,63
4281,1962-01-01,2024-06-28,62
4282,1963-01-01,2024-06-28,61
4283,1964-01-01,2024-06-28,60
4284,1966-01-01,2024-06-28,58
4285,1967-01-01,2024-06-28,57
4286,1968-01-01,2024-06-28,56
4287,1969-01-01,2024-06-28,55
4288,1970-01-01,2024-06-28,54
4289,1971-01-01,2024-06-28,53
4290,1972-01-01,2024-06-28,52
4291,1973-01-01,2024-06-28,51
4292,1974-01-01,2024-06-28,50
4293,1975-01-01,2024-06-28,49
4294,1976-01-01,2024-06-28,48
4295,1977-01-01,2024-06-28,47
4296,1978-01-01,2024-06-28,46
4297,1979-01-01,2024-06-28,45
4298,1980-01-01,2024-06-28,44
4299,1981-01-01,2024-06-28,43
4300,1982-01-01,2024-06-28,42
4301,1983-01-01,2024-06-28,41
4302,1984-01-01,2024-06-28,40
4303,1985-01-01,2024-06-28,39
4304,1986-01-01,2024-06-28,38
4305,1987-01-01,2024-06-28,37
4306,1988-01-01,2024-06-28,36
4307,1989-01-01,2024-06-28,35
4308,1990-01-01,2024-06-28,34
4309,1991-01-01,2024-06-28,33
4310,1992-01-01,2024-06-28,32
4311,1993-01-01,2024-06-28,31
4312,1994-01-01,2024-06-28,30
4313,1995-01-01,2024-06-28,29
4314,1996-01-01,2024-06-28,28
4315,1997-01-01,2024-06-28,27
4316,1998-01-01,2024-06-28,26
4317,1999-01-01,2024-06-28,25
4318,2000-01-01,2024-06-28,24
4319,2001-01-01,2024-06-28,23
4320,2002-01-01,2024-06-28,22
4321,2003-01-01,2024-06-28,21
4322,2004-01-01,2024-06-28,20
4323,2005-01-01,2024-06-28,19
4324,2006-01-01,2024-06-28,18
4325,2007-01-01,2024-06-28,17
4326,2008-01-01,2024-06-28,16
4327,2009-01-01,2024-06-28,15
4328,2010-01-01,2024-06-28,14
4329,2011-01-01,2024-06-28,13
4330,2012-01-01,2024-06-28,12
4331,2013-01-01,2024-06-28,11
4332,2014-01-01,2024-06-28,10
4333,2015-01-01,2024-06-28,9
4334,2016-01-01,2024-06-28,8
4335,2017-01-01,2024-06-28,7
4336,2018-01-01,2024-06-28,6
4337,2019-01-01,2024-06-28,5
4338,2020-01-01,2024-06-28,4
4339,2021-01-01,2024-06-28,3
4340,2022-01-01,2024-06-28,2
4341,1965-01-01,2024-06-28,59
4342,1966-01-01,2024-06-28,58
4343,1967-01-01,2024-06-28,57
4344,1969-01-01,2024-06-28,55
4345,1970-01-01,2024-06-28,54
4346,1971-01-01,2024-06-28,53
4347,1972-01-01,2024-06-28,52
4348,1973-01-01,2024-06-28,51
4349,1974-01-01,2024-06-28,50
4350,1975-01-01,2024-06-28,49
4351,1976-01-01,2024-06-28,48
4352,1977-01-01,2024-06-28,47
4353,1978-01-01,2024-06-28,46
4354,1979-01-01,2024-06-28,45
4355,1980-01-01,2024-06-28,44
4356,1981-01-01,2024-06-28,43
4357,1982-01-01,2024-06-28,42
4358,1983-01-01,2024-06-28,41
4359,1984-01-01,2024-06-28,40
4360,1985-01-01,2024-06-28,39
4361,1986-01-01,2024-06-28,38
4362,1987-01-01,2024-06-28,37
4363,1988-01-01,2024-06-28,36
4364,1989-01-01,2024-06-28,35
4365,1990-01-01,2024-06-28,34
4366,1991-01-01,2024-06-28,33
4367,1992-01-01,2024-06-28,32
4368,1993-01-01,2024-06-28,31
4369,1994-01-01,2024-06-28,30
4370,1995-01-01,2024-06-28,29
4371,1996-01-01,2024-06-28,28
4372,1997-01-01,2024-06-28,27
4373,1998-01-01,2024-06-28,26
4374,1999-01-01,2024-06-28,25
4375,2000-01-01,2024-06-28,24
4376,2001-01-01,2024-06-28,23
4377,2002-01-01,2024-06-28,22
4378,2003-01-01,2024-06-28,21
4379,2004-01-01,2024-06-28,20
4380,2005-01-01,2024-06-28,19
4381,2006-01-01,2024-06-28,18
4382,2007-01-01,2024-06-28,17
4383,2008-01-01,2024-06-28,16
4384,2009-01-01,2024-06-28,15
4385,2010-01-01,2024-06-28,14
4386,2011-01-01,2024-06-28,13
4387,2012-01-01,2024-06-28,12
4388,2013-01-01,2024-06-28,11
4389,2014-01-01,2024-06-28,10
4390,2015-01-01,2024-06-28,9
4391,2016-01-01,2024-06-28,8
4392,2017-01-01,2024-06-28,7
4393,2018-01-01,2024-06-28,6
4394,2019-01-01,2024-06-28,5
4395,2020-01-01,2024-06-28,4
4396,2021-01-01,2024-06-28,3
4397,2022-01-01,2024-06-28,2
4398,1966-01-01,2024-06-28,58
4399,1977-01-01,2024-06-28,47
4400,1978-01-01,2024-06-28,46
4401,1980-01-01,2024-06-28,44
4402,1981-01-01,2024-06-28,43
4403,1982-01-01,2024-06-28,42
4404,1983-01-01,2024-06-28,41
